,Nome,NUM_CENTERS,TRESHOLD,Tipo,True_Negative,False_Positive,False_Negative,True_Positive
118,RBF,40,0.0,Treino,37,4729,0,1724
119,RBF,40,0.0,Treino,31,4738,1,1720
120,RBF,40,0.19999999999999996,Teste,13,515,2,192
121,RBF,40,0.19999999999999996,Teste,10,522,2,187
122,RBF,40,0.19999999999999996,Teste,9,514,1,197
123,RBF,40,0.19999999999999996,Teste,8,518,2,193
124,RBF,40,0.19999999999999996,Teste,11,512,1,197
125,RBF,40,0.19999999999999996,Teste,9,524,2,186
126,RBF,40,0.19999999999999996,Teste,14,519,3,185
127,RBF,40,0.19999999999999996,Teste,9,540,1,171
128,RBF,40,0.19999999999999996,Teste,11,511,2,197
129,RBF,40,0.19999999999999996,Teste,12,507,3,199
130,RBF,40,0.19999999999999996,Treino,134,4626,7,1722
131,RBF,40,0.19999999999999996,Treino,110,4646,5,1729
132,RBF,40,0.19999999999999996,Treino,116,4649,8,1717
133,RBF,40,0.19999999999999996,Treino,135,4627,9,1719
134,RBF,40,0.19999999999999996,Treino,111,4654,8,1717
135,RBF,40,0.19999999999999996,Treino,122,4633,14,1721
136,RBF,40,0.19999999999999996,Treino,130,4625,8,1727
137,RBF,40,0.19999999999999996,Treino,86,4653,7,1744
138,RBF,40,0.19999999999999996,Treino,123,4643,8,1716
139,RBF,40,0.19999999999999996,Treino,131,4638,12,1709
140,RBF,40,0.3999999999999999,Teste,528,0,194,0
141,RBF,40,0.3999999999999999,Teste,530,2,189,0
142,RBF,40,0.3999999999999999,Teste,521,2,193,5
143,RBF,40,0.3999999999999999,Teste,523,3,194,1
144,RBF,40,0.3999999999999999,Teste,520,3,197,1
145,RBF,40,0.3999999999999999,Teste,530,3,187,1
146,RBF,40,0.3999999999999999,Teste,532,1,186,2
147,RBF,40,0.3999999999999999,Teste,546,3,170,2
148,RBF,40,0.3999999999999999,Teste,521,1,198,1
149,RBF,40,0.3999999999999999,Teste,517,2,202,0
150,RBF,40,0.3999999999999999,Treino,4753,7,1709,20
151,RBF,40,0.3999999999999999,Treino,4744,12,1714,20
152,RBF,40,0.3999999999999999,Treino,4749,16,1703,22
153,RBF,40,0.3999999999999999,Treino,4743,19,1701,27
154,RBF,40,0.3999999999999999,Treino,4751,14,1700,25
155,RBF,40,0.3999999999999999,Treino,4741,14,1711,24
156,RBF,40,0.3999999999999999,Treino,4739,16,1707,28
157,RBF,40,0.3999999999999999,Treino,4725,14,1731,20
158,RBF,40,0.3999999999999999,Treino,4753,13,1705,19
159,RBF,40,0.3999999999999999,Treino,4756,13,1701,20
160,RBF,40,0.6000000000000001,Teste,528,0,194,0
161,RBF,40,0.6000000000000001,Teste,531,1,189,0
162,RBF,40,0.6000000000000001,Teste,521,2,195,3
163,RBF,40,0.6000000000000001,Teste,524,2,194,1
164,RBF,40,0.6000000000000001,Teste,523,0,198,0
165,RBF,40,0.6000000000000001,Teste,531,2,187,1
166,RBF,40,0.6000000000000001,Teste,532,1,187,1
167,RBF,40,0.6000000000000001,Teste,548,1,171,1
168,RBF,40,0.6000000000000001,Teste,521,1,199,0
169,RBF,40,0.6000000000000001,Teste,517,2,202,0
170,RBF,40,0.6000000000000001,Treino,4759,1,1724,5
171,RBF,40,0.6000000000000001,Treino,4756,0,1723,11
172,RBF,40,0.6000000000000001,Treino,4763,2,1715,10
173,RBF,40,0.6000000000000001,Treino,4759,3,1718,10
174,RBF,40,0.6000000000000001,Treino,4763,2,1718,7
175,RBF,40,0.6000000000000001,Treino,4751,4,1725,10
176,RBF,40,0.6000000000000001,Treino,4752,3,1722,13
177,RBF,40,0.6000000000000001,Treino,4738,1,1745,6
178,RBF,40,0.6000000000000001,Treino,4764,2,1712,12
179,RBF,40,0.6000000000000001,Treino,4766,3,1713,8
180,RBF,40,0.8,Teste,528,0,194,0
181,RBF,40,0.8,Teste,532,0,189,0
182,RBF,40,0.8,Teste,522,1,195,3
183,RBF,40,0.8,Teste,525,1,194,1
184,RBF,40,0.8,Teste,523,0,198,0
185,RBF,40,0.8,Teste,532,1,188,0
186,RBF,40,0.8,Teste,532,1,187,1
187,RBF,40,0.8,Teste,549,0,172,0
188,RBF,40,0.8,Teste,522,0,199,0
189,RBF,40,0.8,Teste,518,1,202,0
190,RBF,40,0.8,Treino,4760,0,1726,3
191,RBF,40,0.8,Treino,4756,0,1729,5
192,RBF,40,0.8,Treino,4764,1,1722,3
193,RBF,40,0.8,Treino,4762,0,1722,6
194,RBF,40,0.8,Treino,4765,0,1720,5
195,RBF,40,0.8,Treino,4755,0,1730,5
196,RBF,40,0.8,Treino,4754,1,1730,5
197,RBF,40,0.8,Treino,4739,0,1747,4
198,RBF,40,0.8,Treino,4766,0,1719,5
199,RBF,40,0.8,Treino,4769,0,1716,5
200,RBF,40,1.0,Teste,528,0,194,0
201,RBF,40,1.0,Teste,532,0,189,0
202,RBF,40,1.0,Teste,523,0,196,2
203,RBF,40,1.0,Teste,526,0,194,1
204,RBF,40,1.0,Teste,523,0,198,0
205,RBF,40,1.0,Teste,533,0,188,0
206,RBF,40,1.0,Teste,532,1,188,0
207,RBF,40,1.0,Teste,549,0,172,0
208,RBF,40,1.0,Teste,522,0,199,0
209,RBF,40,1.0,Teste,518,1,202,0
210,RBF,40,1.0,Treino,4760,0,1726,3
211,RBF,40,1.0,Treino,4756,0,1730,4
212,RBF,40,1.0,Treino,4765,0,1724,1
213,RBF,40,1.0,Treino,4762,0,1725,3
214,RBF,40,1.0,Treino,4765,0,1723,2
215,RBF,40,1.0,Treino,4755,0,1731,4
216,RBF,40,1.0,Treino,4754,1,1733,2
217,RBF,40,1.0,Treino,4739,0,1750,1
218,RBF,40,1.0,Treino,4766,0,1720,4
219,RBF,40,1.0,Treino,4769,0,1718,3
