Nome,Tipo,NUM_CENTERS,True_Negative,False_Positive,False_Negative,True_Positive,Recall,Precisao,%PrevistaNegativo,%PrevistaPositiva
RBF,Teste,40,21280,36888,7688,13465,7.002080083203328,3.732866040351329,4.01719595063098,6.982804049369019
RBF,Treino,40,191752,331760,68925,121452,7.017507366961345,5.228799071042851,4.016656651104023,6.9833433488959775
