,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.0,Teste,0,2,526,0,194
1,RBF_40_0.0,Teste,1,4,528,1,188
2,RBF_40_0.0,Teste,2,3,520,0,198
3,RBF_40_0.0,Teste,3,1,525,1,194
4,RBF_40_0.0,Teste,4,2,521,0,198
5,RBF_40_0.0,Teste,5,2,531,0,188
6,RBF_40_0.0,Teste,6,6,527,0,188
7,RBF_40_0.0,Teste,7,1,548,0,172
8,RBF_40_0.0,Teste,8,4,518,0,199
9,RBF_40_0.0,Teste,9,1,518,1,201
10,RBF_40_0.0,Treino,0,35,4725,0,1729
11,RBF_40_0.0,Treino,1,26,4730,0,1734
12,RBF_40_0.0,Treino,2,23,4742,0,1725
13,RBF_40_0.0,Treino,3,31,4731,0,1728
14,RBF_40_0.0,Treino,4,30,4735,0,1725
15,RBF_40_0.0,Treino,5,23,4732,0,1735
16,RBF_40_0.0,Treino,6,28,4727,0,1735
17,RBF_40_0.0,Treino,7,19,4720,0,1751
18,RBF_40_0.0,Treino,8,37,4729,0,1724
19,RBF_40_0.0,Treino,9,31,4738,1,1720
