,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.6000000000000001,Teste,0,528,0,194,0
1,RBF_40_0.6000000000000001,Teste,1,531,1,189,0
2,RBF_40_0.6000000000000001,Teste,2,521,2,195,3
3,RBF_40_0.6000000000000001,Teste,3,524,2,194,1
4,RBF_40_0.6000000000000001,Teste,4,523,0,198,0
5,RBF_40_0.6000000000000001,Teste,5,531,2,187,1
6,RBF_40_0.6000000000000001,Teste,6,532,1,187,1
7,RBF_40_0.6000000000000001,Teste,7,548,1,171,1
8,RBF_40_0.6000000000000001,Teste,8,521,1,199,0
9,RBF_40_0.6000000000000001,Teste,9,517,2,202,0
10,RBF_40_0.6000000000000001,Treino,0,4759,1,1724,5
11,RBF_40_0.6000000000000001,Treino,1,4756,0,1723,11
12,RBF_40_0.6000000000000001,Treino,2,4763,2,1715,10
13,RBF_40_0.6000000000000001,Treino,3,4759,3,1718,10
14,RBF_40_0.6000000000000001,Treino,4,4763,2,1718,7
15,RBF_40_0.6000000000000001,Treino,5,4751,4,1725,10
16,RBF_40_0.6000000000000001,Treino,6,4752,3,1722,13
17,RBF_40_0.6000000000000001,Treino,7,4738,1,1745,6
18,RBF_40_0.6000000000000001,Treino,8,4764,2,1712,12
19,RBF_40_0.6000000000000001,Treino,9,4766,3,1713,8
