,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_1.0,Teste,0,528,0,194,0
1,RBF_40_1.0,Teste,1,532,0,189,0
2,RBF_40_1.0,Teste,2,523,0,196,2
3,RBF_40_1.0,Teste,3,526,0,194,1
4,RBF_40_1.0,Teste,4,523,0,198,0
5,RBF_40_1.0,Teste,5,533,0,188,0
6,RBF_40_1.0,Teste,6,532,1,188,0
7,RBF_40_1.0,Teste,7,549,0,172,0
8,RBF_40_1.0,Teste,8,522,0,199,0
9,RBF_40_1.0,Teste,9,518,1,202,0
10,RBF_40_1.0,Treino,0,4760,0,1726,3
11,RBF_40_1.0,Treino,1,4756,0,1730,4
12,RBF_40_1.0,Treino,2,4765,0,1724,1
13,RBF_40_1.0,Treino,3,4762,0,1725,3
14,RBF_40_1.0,Treino,4,4765,0,1723,2
15,RBF_40_1.0,Treino,5,4755,0,1731,4
16,RBF_40_1.0,Treino,6,4754,1,1733,2
17,RBF_40_1.0,Treino,7,4739,0,1750,1
18,RBF_40_1.0,Treino,8,4766,0,1720,4
19,RBF_40_1.0,Treino,9,4769,0,1718,3
