,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.8,Teste,0,528,0,194,0
1,RBF_40_0.8,Teste,1,532,0,189,0
2,RBF_40_0.8,Teste,2,522,1,195,3
3,RBF_40_0.8,Teste,3,525,1,194,1
4,RBF_40_0.8,Teste,4,523,0,198,0
5,RBF_40_0.8,Teste,5,532,1,188,0
6,RBF_40_0.8,Teste,6,532,1,187,1
7,RBF_40_0.8,Teste,7,549,0,172,0
8,RBF_40_0.8,Teste,8,522,0,199,0
9,RBF_40_0.8,Teste,9,518,1,202,0
10,RBF_40_0.8,Treino,0,4760,0,1726,3
11,RBF_40_0.8,Treino,1,4756,0,1729,5
12,RBF_40_0.8,Treino,2,4764,1,1722,3
13,RBF_40_0.8,Treino,3,4762,0,1722,6
14,RBF_40_0.8,Treino,4,4765,0,1720,5
15,RBF_40_0.8,Treino,5,4755,0,1730,5
16,RBF_40_0.8,Treino,6,4754,1,1730,5
17,RBF_40_0.8,Treino,7,4739,0,1747,4
18,RBF_40_0.8,Treino,8,4766,0,1719,5
19,RBF_40_0.8,Treino,9,4769,0,1716,5
