Nome;Tipo;MSE
Arvore;Teste;6,749455396283247
Arvore;Treino;0,0
GLM;Teste;11,32550504560699
GLM;Treino;10,941357889196178
RBF;Teste;13,780473032745498
RBF;Treino;12,962758335264134
