,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_10_1,Teste,0,528,0,194,0
1,RBF_10_1,Teste,1,532,0,189,0
2,RBF_10_1,Teste,2,523,0,198,0
3,RBF_10_1,Teste,3,526,0,195,0
4,RBF_10_1,Teste,4,523,0,198,0
5,RBF_10_1,Teste,5,533,0,188,0
6,RBF_10_1,Teste,6,533,0,188,0
7,RBF_10_1,Teste,7,549,0,172,0
8,RBF_10_1,Teste,8,522,0,199,0
9,RBF_10_1,Teste,9,519,0,202,0
10,RBF_10_1,Treino,0,4760,0,1729,0
11,RBF_10_1,Treino,1,4756,0,1734,0
12,RBF_10_1,Treino,2,4765,0,1725,0
13,RBF_10_1,Treino,3,4762,0,1728,0
14,RBF_10_1,Treino,4,4765,0,1725,0
15,RBF_10_1,Treino,5,4755,0,1735,0
16,RBF_10_1,Treino,6,4755,0,1735,0
17,RBF_10_1,Treino,7,4739,0,1751,0
18,RBF_10_1,Treino,8,4766,0,1724,0
19,RBF_10_1,Treino,9,4769,0,1721,0
