,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_0.5,Teste,0,528,0,192,2
1,RBF_40_0.5,Teste,1,530,2,189,0
2,RBF_40_0.5,Teste,2,523,0,196,2
3,RBF_40_0.5,Teste,3,522,4,192,3
4,RBF_40_0.5,Teste,4,521,2,195,3
5,RBF_40_0.5,Teste,5,532,1,188,0
6,RBF_40_0.5,Teste,6,531,2,187,1
7,RBF_40_0.5,Teste,7,547,2,168,4
8,RBF_40_0.5,Teste,8,521,1,198,1
9,RBF_40_0.5,Teste,9,517,2,201,1
10,RBF_40_0.5,Treino,0,4748,12,1710,19
11,RBF_40_0.5,Treino,1,4730,26,1705,29
12,RBF_40_0.5,Treino,2,4753,12,1708,17
13,RBF_40_0.5,Treino,3,4740,22,1705,23
14,RBF_40_0.5,Treino,4,4749,16,1708,17
15,RBF_40_0.5,Treino,5,4742,13,1712,23
16,RBF_40_0.5,Treino,6,4746,9,1715,20
17,RBF_40_0.5,Treino,7,4723,16,1734,17
18,RBF_40_0.5,Treino,8,4754,12,1710,14
19,RBF_40_0.5,Treino,9,4761,8,1705,16
