,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_80_0.0,Teste,0,3,525,0,194
1,RBF_80_0.0,Teste,1,7,525,2,187
2,RBF_80_0.0,Teste,2,4,519,0,198
3,RBF_80_0.0,Teste,3,7,519,2,193
4,RBF_80_0.0,Teste,4,7,516,1,197
5,RBF_80_0.0,Teste,5,7,526,0,188
6,RBF_80_0.0,Teste,6,11,522,0,188
7,RBF_80_0.0,Teste,7,4,545,1,171
8,RBF_80_0.0,Teste,8,7,515,0,199
9,RBF_80_0.0,Teste,9,2,517,0,202
10,RBF_80_0.0,Treino,0,81,4679,0,1729
11,RBF_80_0.0,Treino,1,78,4678,1,1733
12,RBF_80_0.0,Treino,2,72,4693,0,1725
13,RBF_80_0.0,Treino,3,74,4688,0,1728
14,RBF_80_0.0,Treino,4,63,4702,0,1725
15,RBF_80_0.0,Treino,5,75,4680,1,1734
16,RBF_80_0.0,Treino,6,76,4679,0,1735
17,RBF_80_0.0,Treino,7,70,4669,2,1749
18,RBF_80_0.0,Treino,8,83,4683,3,1721
19,RBF_80_0.0,Treino,9,67,4702,1,1720
