,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_100_0.0,Teste,0,4,524,1,193
1,RBF_100_0.0,Teste,1,4,528,1,188
2,RBF_100_0.0,Teste,2,7,516,1,197
3,RBF_100_0.0,Teste,3,4,522,1,194
4,RBF_100_0.0,Teste,4,10,513,2,196
5,RBF_100_0.0,Teste,5,6,527,2,186
6,RBF_100_0.0,Teste,6,3,530,0,188
7,RBF_100_0.0,Teste,7,9,540,2,170
8,RBF_100_0.0,Teste,8,5,517,2,197
9,RBF_100_0.0,Teste,9,3,516,1,201
10,RBF_100_0.0,Treino,0,77,4683,1,1728
11,RBF_100_0.0,Treino,1,79,4677,0,1734
12,RBF_100_0.0,Treino,2,72,4693,1,1724
13,RBF_100_0.0,Treino,3,77,4685,0,1728
14,RBF_100_0.0,Treino,4,64,4701,1,1724
15,RBF_100_0.0,Treino,5,67,4688,0,1735
16,RBF_100_0.0,Treino,6,51,4704,3,1732
17,RBF_100_0.0,Treino,7,94,4645,0,1751
18,RBF_100_0.0,Treino,8,79,4687,0,1724
19,RBF_100_0.0,Treino,9,66,4703,1,1720
