,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_20_0.0,Teste,0,0,528,0,194
1,RBF_20_0.0,Teste,1,3,529,0,189
2,RBF_20_0.0,Teste,2,0,523,0,198
3,RBF_20_0.0,Teste,3,1,525,0,195
4,RBF_20_0.0,Teste,4,1,522,0,198
5,RBF_20_0.0,Teste,5,2,531,0,188
6,RBF_20_0.0,Teste,6,2,531,0,188
7,RBF_20_0.0,Teste,7,1,548,1,171
8,RBF_20_0.0,Teste,8,3,519,0,199
9,RBF_20_0.0,Teste,9,0,519,0,202
10,RBF_20_0.0,Treino,0,10,4750,1,1728
11,RBF_20_0.0,Treino,1,20,4736,1,1733
12,RBF_20_0.0,Treino,2,15,4750,2,1723
13,RBF_20_0.0,Treino,3,27,4735,1,1727
14,RBF_20_0.0,Treino,4,20,4745,1,1724
15,RBF_20_0.0,Treino,5,16,4739,1,1734
16,RBF_20_0.0,Treino,6,10,4745,2,1733
17,RBF_20_0.0,Treino,7,19,4720,0,1751
18,RBF_20_0.0,Treino,8,8,4758,1,1723
19,RBF_20_0.0,Treino,9,3,4766,0,1721
