,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_40_1,Teste,0,528,0,193,1
1,RBF_40_1,Teste,1,532,0,189,0
2,RBF_40_1,Teste,2,523,0,197,1
3,RBF_40_1,Teste,3,526,0,195,0
4,RBF_40_1,Teste,4,522,1,198,0
5,RBF_40_1,Teste,5,533,0,188,0
6,RBF_40_1,Teste,6,533,0,187,1
7,RBF_40_1,Teste,7,549,0,171,1
8,RBF_40_1,Teste,8,522,0,198,1
9,RBF_40_1,Teste,9,519,0,202,0
10,RBF_40_1,Treino,0,4760,0,1727,2
11,RBF_40_1,Treino,1,4756,0,1734,0
12,RBF_40_1,Treino,2,4765,0,1722,3
13,RBF_40_1,Treino,3,4762,0,1728,0
14,RBF_40_1,Treino,4,4765,0,1722,3
15,RBF_40_1,Treino,5,4755,0,1731,4
16,RBF_40_1,Treino,6,4755,0,1731,4
17,RBF_40_1,Treino,7,4739,0,1748,3
18,RBF_40_1,Treino,8,4766,0,1721,3
19,RBF_40_1,Treino,9,4769,0,1717,4
