,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_20_0.5,Teste,0,528,0,194,0
1,RBF_20_0.5,Teste,1,531,1,188,1
2,RBF_20_0.5,Teste,2,523,0,198,0
3,RBF_20_0.5,Teste,3,526,0,195,0
4,RBF_20_0.5,Teste,4,517,6,198,0
5,RBF_20_0.5,Teste,5,533,0,188,0
6,RBF_20_0.5,Teste,6,533,0,188,0
7,RBF_20_0.5,Teste,7,548,1,171,1
8,RBF_20_0.5,Teste,8,522,0,198,1
9,RBF_20_0.5,Teste,9,518,1,202,0
10,RBF_20_0.5,Treino,0,4754,6,1726,3
11,RBF_20_0.5,Treino,1,4752,4,1732,2
12,RBF_20_0.5,Treino,2,4763,2,1725,0
13,RBF_20_0.5,Treino,3,4759,3,1728,0
14,RBF_20_0.5,Treino,4,4756,9,1717,8
15,RBF_20_0.5,Treino,5,4755,0,1735,0
16,RBF_20_0.5,Treino,6,4753,2,1735,0
17,RBF_20_0.5,Treino,7,4731,8,1742,9
18,RBF_20_0.5,Treino,8,4760,6,1722,2
19,RBF_20_0.5,Treino,9,4768,1,1721,0
