,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_80_0.5,Teste,0,524,4,194,0
1,RBF_80_0.5,Teste,1,530,2,188,1
2,RBF_80_0.5,Teste,2,522,1,196,2
3,RBF_80_0.5,Teste,3,524,2,192,3
4,RBF_80_0.5,Teste,4,522,1,194,4
5,RBF_80_0.5,Teste,5,532,1,184,4
6,RBF_80_0.5,Teste,6,530,3,186,2
7,RBF_80_0.5,Teste,7,548,1,167,5
8,RBF_80_0.5,Teste,8,521,1,196,3
9,RBF_80_0.5,Teste,9,514,5,199,3
10,RBF_80_0.5,Treino,0,4739,21,1694,35
11,RBF_80_0.5,Treino,1,4735,21,1699,35
12,RBF_80_0.5,Treino,2,4755,10,1692,33
13,RBF_80_0.5,Treino,3,4740,22,1690,38
14,RBF_80_0.5,Treino,4,4756,9,1695,30
15,RBF_80_0.5,Treino,5,4741,14,1706,29
16,RBF_80_0.5,Treino,6,4739,16,1705,30
17,RBF_80_0.5,Treino,7,4727,12,1728,23
18,RBF_80_0.5,Treino,8,4746,20,1676,48
19,RBF_80_0.5,Treino,9,4755,14,1691,30
