,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.2,Teste,0,25791724.8895136
1,GLM_Tweedie_Valor_1.2,Teste,1,32969312.84587202
2,GLM_Tweedie_Valor_1.2,Teste,2,34677405.82449621
3,GLM_Tweedie_Valor_1.2,Teste,3,25500599.669212658
4,GLM_Tweedie_Valor_1.2,Teste,4,49079512.46180874
5,GLM_Tweedie_Valor_1.2,Teste,5,18720782.59315607
6,GLM_Tweedie_Valor_1.2,Teste,6,39639149.27662462
7,GLM_Tweedie_Valor_1.2,Teste,7,24551800.196664788
8,GLM_Tweedie_Valor_1.2,Teste,8,41682550.39760432
9,GLM_Tweedie_Valor_1.2,Teste,9,44699352.48597336
10,GLM_Tweedie_Valor_1.2,Treino,0,33084940.9387902
11,GLM_Tweedie_Valor_1.2,Treino,1,32231000.730245557
12,GLM_Tweedie_Valor_1.2,Treino,2,31460448.807784785
13,GLM_Tweedie_Valor_1.2,Treino,3,33564948.54342615
14,GLM_Tweedie_Valor_1.2,Treino,4,29848776.1390543
15,GLM_Tweedie_Valor_1.2,Treino,5,34641106.23761321
16,GLM_Tweedie_Valor_1.2,Treino,6,32258432.543828312
17,GLM_Tweedie_Valor_1.2,Treino,7,33081818.324668102
18,GLM_Tweedie_Valor_1.2,Treino,8,31149205.24814617
19,GLM_Tweedie_Valor_1.2,Treino,9,31147615.208154965
