,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.38,Teste,0,40036414.723786116
1,GLM_Tweedie_Valor_1.38,Teste,1,47912560.91511662
2,GLM_Tweedie_Valor_1.38,Teste,2,41650607.50407856
3,GLM_Tweedie_Valor_1.38,Teste,3,40524191.277939655
4,GLM_Tweedie_Valor_1.38,Teste,4,61597657.44435223
5,GLM_Tweedie_Valor_1.38,Teste,5,26800532.722115923
6,GLM_Tweedie_Valor_1.38,Teste,6,56602176.60202812
7,GLM_Tweedie_Valor_1.38,Teste,7,28383890.989192687
8,GLM_Tweedie_Valor_1.38,Teste,8,55718664.64144163
9,GLM_Tweedie_Valor_1.38,Teste,9,55608843.712780245
10,GLM_Tweedie_Valor_1.38,Treino,0,43621760.83886906
11,GLM_Tweedie_Valor_1.38,Treino,1,42940386.97994843
12,GLM_Tweedie_Valor_1.38,Treino,2,42481856.96270443
13,GLM_Tweedie_Valor_1.38,Treino,3,44461912.20714482
14,GLM_Tweedie_Valor_1.38,Treino,4,39586797.72897109
15,GLM_Tweedie_Valor_1.38,Treino,5,47943204.061285615
16,GLM_Tweedie_Valor_1.38,Treino,6,44217747.998275876
17,GLM_Tweedie_Valor_1.38,Treino,7,44754965.05631376
18,GLM_Tweedie_Valor_1.38,Treino,8,41083748.05122918
19,GLM_Tweedie_Valor_1.38,Treino,9,41181987.39721916
