,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.58,Teste,0,1162758531.0241265
1,GLM_Tweedie_Valor_1.58,Teste,1,272161192.25843936
2,GLM_Tweedie_Valor_1.58,Teste,2,172484500.5515211
3,GLM_Tweedie_Valor_1.58,Teste,3,337291470.1384856
4,GLM_Tweedie_Valor_1.58,Teste,4,560913970.7351831
5,GLM_Tweedie_Valor_1.58,Teste,5,153061901.65360585
6,GLM_Tweedie_Valor_1.58,Teste,6,170458864.69310954
7,GLM_Tweedie_Valor_1.58,Teste,7,65983866.93487904
8,GLM_Tweedie_Valor_1.58,Teste,8,94678210.40712371
9,GLM_Tweedie_Valor_1.58,Teste,9,120469072.1197591
10,GLM_Tweedie_Valor_1.58,Treino,0,330092621.60324574
11,GLM_Tweedie_Valor_1.58,Treino,1,206544192.2292955
12,GLM_Tweedie_Valor_1.58,Treino,2,217098534.08048424
13,GLM_Tweedie_Valor_1.58,Treino,3,229683458.22346178
14,GLM_Tweedie_Valor_1.58,Treino,4,376502377.73043084
15,GLM_Tweedie_Valor_1.58,Treino,5,220579063.28053886
16,GLM_Tweedie_Valor_1.58,Treino,6,206038850.77371293
17,GLM_Tweedie_Valor_1.58,Treino,7,195335986.77301946
18,GLM_Tweedie_Valor_1.58,Treino,8,116072685.42920773
19,GLM_Tweedie_Valor_1.58,Treino,9,126553436.27144048
