,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.3,Teste,0,31336108.739184763
1,GLM_Tweedie_Valor_1.3,Teste,1,39217013.68823112
2,GLM_Tweedie_Valor_1.3,Teste,2,37519567.12849877
3,GLM_Tweedie_Valor_1.3,Teste,3,31849264.410172757
4,GLM_Tweedie_Valor_1.3,Teste,4,54189059.848329626
5,GLM_Tweedie_Valor_1.3,Teste,5,22109825.689717732
6,GLM_Tweedie_Valor_1.3,Teste,6,47077287.538004994
7,GLM_Tweedie_Valor_1.3,Teste,7,26239379.65222275
8,GLM_Tweedie_Valor_1.3,Teste,8,48242345.87146827
9,GLM_Tweedie_Valor_1.3,Teste,9,49481201.61517826
10,GLM_Tweedie_Valor_1.3,Treino,0,37638593.723004065
11,GLM_Tweedie_Valor_1.3,Treino,1,36741135.58332737
12,GLM_Tweedie_Valor_1.3,Treino,2,36096877.08406179
13,GLM_Tweedie_Valor_1.3,Treino,3,38214321.86086553
14,GLM_Tweedie_Valor_1.3,Treino,4,33956260.40629347
15,GLM_Tweedie_Valor_1.3,Treino,5,40206272.56327484
16,GLM_Tweedie_Valor_1.3,Treino,6,37228534.116250746
17,GLM_Tweedie_Valor_1.3,Treino,7,38003737.405867584
18,GLM_Tweedie_Valor_1.3,Treino,8,35265500.38947711
19,GLM_Tweedie_Valor_1.3,Treino,9,35482405.937209934
