,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.09,Teste,0,22885836.725891918
1,GLM_Tweedie_Valor_1.09,Teste,1,29154696.737374496
2,GLM_Tweedie_Valor_1.09,Teste,2,33016498.277738303
3,GLM_Tweedie_Valor_1.09,Teste,3,21630098.613692004
4,GLM_Tweedie_Valor_1.09,Teste,4,46100820.955988415
5,GLM_Tweedie_Valor_1.09,Teste,5,16617660.933261411
6,GLM_Tweedie_Valor_1.09,Teste,6,34689318.04173865
7,GLM_Tweedie_Valor_1.09,Teste,7,23369431.184200477
8,GLM_Tweedie_Valor_1.09,Teste,8,36793141.69044052
9,GLM_Tweedie_Valor_1.09,Teste,9,41403366.88402918
10,GLM_Tweedie_Valor_1.09,Treino,0,30129630.369400103
11,GLM_Tweedie_Valor_1.09,Treino,1,29421928.745696355
12,GLM_Tweedie_Valor_1.09,Treino,2,28610395.540871926
13,GLM_Tweedie_Valor_1.09,Treino,3,30590236.98507303
14,GLM_Tweedie_Valor_1.09,Treino,4,27291142.83285654
15,GLM_Tweedie_Valor_1.09,Treino,5,31230947.34734685
16,GLM_Tweedie_Valor_1.09,Treino,6,29249872.810672276
17,GLM_Tweedie_Valor_1.09,Treino,7,30011587.7082408
18,GLM_Tweedie_Valor_1.09,Treino,8,28650439.959339734
19,GLM_Tweedie_Valor_1.09,Treino,9,28364241.803066924
