,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.36,Teste,0,37324945.719681434
1,GLM_Tweedie_Valor_1.36,Teste,1,45288066.14673161
2,GLM_Tweedie_Valor_1.36,Teste,2,40389546.35396931
3,GLM_Tweedie_Valor_1.36,Teste,3,37933402.879420474
4,GLM_Tweedie_Valor_1.36,Teste,4,59339669.49780324
5,GLM_Tweedie_Valor_1.36,Teste,5,25387695.357163433
6,GLM_Tweedie_Valor_1.36,Teste,6,53809259.12175287
7,GLM_Tweedie_Valor_1.36,Teste,7,27754036.101986337
8,GLM_Tweedie_Valor_1.36,Teste,8,53611516.57923109
9,GLM_Tweedie_Valor_1.36,Teste,9,53803759.639581814
10,GLM_Tweedie_Valor_1.36,Treino,0,41850523.79946304
11,GLM_Tweedie_Valor_1.36,Treino,1,41079085.28978386
12,GLM_Tweedie_Valor_1.36,Treino,2,40565881.71797701
13,GLM_Tweedie_Valor_1.36,Treino,3,42597520.91341273
14,GLM_Tweedie_Valor_1.36,Treino,4,37897739.94974924
15,GLM_Tweedie_Valor_1.36,Treino,5,45610999.67759705
16,GLM_Tweedie_Valor_1.36,Treino,6,42105441.40593094
17,GLM_Tweedie_Valor_1.36,Treino,7,42728229.626309104
18,GLM_Tweedie_Valor_1.36,Treino,8,39320494.47363192
19,GLM_Tweedie_Valor_1.36,Treino,9,39498932.107006386
