,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.05,Teste,0,22258356.70383604
1,GLM_Tweedie_Valor_1.05,Teste,1,28242902.700011175
2,GLM_Tweedie_Valor_1.05,Teste,2,32620327.856656566
3,GLM_Tweedie_Valor_1.05,Teste,3,20702683.415468574
4,GLM_Tweedie_Valor_1.05,Teste,4,45394121.095020294
5,GLM_Tweedie_Valor_1.05,Teste,5,16097007.249523422
6,GLM_Tweedie_Valor_1.05,Teste,6,33414761.558839526
7,GLM_Tweedie_Valor_1.05,Teste,7,23039533.904590193
8,GLM_Tweedie_Valor_1.05,Teste,8,35440166.017180435
9,GLM_Tweedie_Valor_1.05,Teste,9,40511985.626023
10,GLM_Tweedie_Valor_1.05,Treino,0,29381418.82198815
11,GLM_Tweedie_Valor_1.05,Treino,1,28722980.108938254
12,GLM_Tweedie_Valor_1.05,Treino,2,27914695.59709549
13,GLM_Tweedie_Valor_1.05,Treino,3,29838606.075330324
14,GLM_Tweedie_Valor_1.05,Treino,4,26659027.101230398
15,GLM_Tweedie_Valor_1.05,Treino,5,30398369.890619207
16,GLM_Tweedie_Valor_1.05,Treino,6,28518229.18406025
17,GLM_Tweedie_Valor_1.05,Treino,7,29248462.3828861
18,GLM_Tweedie_Valor_1.05,Treino,8,28037924.497403044
19,GLM_Tweedie_Valor_1.05,Treino,9,27665817.65383726
