,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.6,Teste,0,2246149636.917008
1,GLM_Tweedie_Valor_1.6,Teste,1,733309903.8075057
2,GLM_Tweedie_Valor_1.6,Teste,2,96917162.8427032
3,GLM_Tweedie_Valor_1.6,Teste,3,580036404.3037109
4,GLM_Tweedie_Valor_1.6,Teste,4,145777608.18607932
5,GLM_Tweedie_Valor_1.6,Teste,5,1482927940.860789
6,GLM_Tweedie_Valor_1.6,Teste,6,259670098.54681152
7,GLM_Tweedie_Valor_1.6,Teste,7,48087627.81620943
8,GLM_Tweedie_Valor_1.6,Teste,8,108861595.25213075
9,GLM_Tweedie_Valor_1.6,Teste,9,145321721.79109186
10,GLM_Tweedie_Valor_1.6,Treino,0,633445796.9615026
11,GLM_Tweedie_Valor_1.6,Treino,1,540298582.0506494
12,GLM_Tweedie_Valor_1.6,Treino,2,120773752.73159538
13,GLM_Tweedie_Valor_1.6,Treino,3,451936322.9182607
14,GLM_Tweedie_Valor_1.6,Treino,4,94318118.63101871
15,GLM_Tweedie_Valor_1.6,Treino,5,1519265551.5817287
16,GLM_Tweedie_Valor_1.6,Treino,6,380083818.2103493
17,GLM_Tweedie_Valor_1.6,Treino,7,125238401.48174582
18,GLM_Tweedie_Valor_1.6,Treino,8,184398128.39454576
19,GLM_Tweedie_Valor_1.6,Treino,9,165710269.70909548
