,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.34,Teste,0,35011504.875855
1,GLM_Tweedie_Valor_1.34,Teste,1,42995841.89068424
2,GLM_Tweedie_Valor_1.34,Teste,2,39296943.71419479
3,GLM_Tweedie_Valor_1.34,Teste,3,35650336.92827543
4,GLM_Tweedie_Valor_1.34,Teste,4,57380609.168669514
5,GLM_Tweedie_Valor_1.34,Teste,5,24151607.881755285
6,GLM_Tweedie_Valor_1.34,Teste,6,51315117.920235656
7,GLM_Tweedie_Valor_1.34,Teste,7,27192569.420416713
8,GLM_Tweedie_Valor_1.34,Teste,8,51673818.839456715
9,GLM_Tweedie_Valor_1.34,Teste,9,52198396.80178814
10,GLM_Tweedie_Valor_1.34,Treino,0,40280559.73982737
11,GLM_Tweedie_Valor_1.34,Treino,1,39446402.01573137
12,GLM_Tweedie_Valor_1.34,Treino,2,38884228.51635401
13,GLM_Tweedie_Valor_1.34,Treino,3,40955003.15642881
14,GLM_Tweedie_Valor_1.34,Treino,4,36415183.9496075
15,GLM_Tweedie_Valor_1.34,Treino,5,43571703.543896355
16,GLM_Tweedie_Valor_1.34,Treino,6,40261522.01796719
17,GLM_Tweedie_Valor_1.34,Treino,7,40950506.70802826
18,GLM_Tweedie_Valor_1.34,Treino,8,37784783.851918064
19,GLM_Tweedie_Valor_1.34,Treino,9,38003376.71281261
