,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.54,Teste,0,277406354.73820233
1,GLM_Tweedie_Valor_1.54,Teste,1,153094705.9343296
2,GLM_Tweedie_Valor_1.54,Teste,2,104582564.51542541
3,GLM_Tweedie_Valor_1.54,Teste,3,182518282.25220147
4,GLM_Tweedie_Valor_1.54,Teste,4,212161910.10650554
5,GLM_Tweedie_Valor_1.54,Teste,5,108890672.62014805
6,GLM_Tweedie_Valor_1.54,Teste,6,132064314.17738459
7,GLM_Tweedie_Valor_1.54,Teste,7,53446394.10179936
8,GLM_Tweedie_Valor_1.54,Teste,8,97565245.47614537
9,GLM_Tweedie_Valor_1.54,Teste,9,87076532.00911717
10,GLM_Tweedie_Valor_1.54,Treino,0,115311368.89401186
11,GLM_Tweedie_Valor_1.54,Treino,1,118758808.5608514
12,GLM_Tweedie_Valor_1.54,Treino,2,133598711.58180839
13,GLM_Tweedie_Valor_1.54,Treino,3,130886119.99212778
14,GLM_Tweedie_Valor_1.54,Treino,4,133950950.16164725
15,GLM_Tweedie_Valor_1.54,Treino,5,159229538.57853386
16,GLM_Tweedie_Valor_1.54,Treino,6,148986449.66771144
17,GLM_Tweedie_Valor_1.54,Treino,7,143697390.53492454
18,GLM_Tweedie_Valor_1.54,Treino,8,140663523.24594542
19,GLM_Tweedie_Valor_1.54,Treino,9,76063306.49072862
