,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.5,Teste,0,133418515.8263337
1,GLM_Tweedie_Valor_1.5,Teste,1,94229912.95028849
2,GLM_Tweedie_Valor_1.5,Teste,2,69300311.52196117
3,GLM_Tweedie_Valor_1.5,Teste,3,104726890.64518371
4,GLM_Tweedie_Valor_1.5,Teste,4,127748709.72108085
5,GLM_Tweedie_Valor_1.5,Teste,5,60805715.60654494
6,GLM_Tweedie_Valor_1.5,Teste,6,93018241.93853241
7,GLM_Tweedie_Valor_1.5,Teste,7,40028920.80816331
8,GLM_Tweedie_Valor_1.5,Teste,8,76301979.56476292
9,GLM_Tweedie_Valor_1.5,Teste,9,72962626.8131868
10,GLM_Tweedie_Valor_1.5,Treino,0,75676719.4042751
11,GLM_Tweedie_Valor_1.5,Treino,1,75412674.49621397
12,GLM_Tweedie_Valor_1.5,Treino,2,82860530.55199936
13,GLM_Tweedie_Valor_1.5,Treino,3,82669699.28561662
14,GLM_Tweedie_Valor_1.5,Treino,4,80962979.64348587
15,GLM_Tweedie_Valor_1.5,Treino,5,96214983.5463578
16,GLM_Tweedie_Valor_1.5,Treino,6,89753239.85384835
17,GLM_Tweedie_Valor_1.5,Treino,7,87962156.42767508
18,GLM_Tweedie_Valor_1.5,Treino,8,85268992.98937507
19,GLM_Tweedie_Valor_1.5,Treino,9,57220332.69954325
