,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.18,Teste,0,25087661.828770507
1,GLM_Tweedie_Valor_1.18,Teste,1,32095250.080677066
2,GLM_Tweedie_Valor_1.18,Teste,2,34292315.87909457
3,GLM_Tweedie_Valor_1.18,Teste,3,24611921.824867588
4,GLM_Tweedie_Valor_1.18,Teste,4,48387737.67291897
5,GLM_Tweedie_Valor_1.18,Teste,5,18243736.33543323
6,GLM_Tweedie_Valor_1.18,Teste,6,38542175.39884071
7,GLM_Tweedie_Valor_1.18,Teste,7,24297395.93399689
8,GLM_Tweedie_Valor_1.18,Teste,8,40642181.898558125
9,GLM_Tweedie_Valor_1.18,Teste,9,43983422.78313272
10,GLM_Tweedie_Valor_1.18,Treino,0,32423867.88213457
11,GLM_Tweedie_Valor_1.18,Treino,1,31594639.94298043
12,GLM_Tweedie_Valor_1.18,Treino,2,30810137.94001132
13,GLM_Tweedie_Valor_1.18,Treino,3,32897446.31107208
14,GLM_Tweedie_Valor_1.18,Treino,4,29268662.109058097
15,GLM_Tweedie_Valor_1.18,Treino,5,33862725.013465606
16,GLM_Tweedie_Valor_1.18,Treino,6,31569303.115449857
17,GLM_Tweedie_Valor_1.18,Treino,7,32386242.61331405
18,GLM_Tweedie_Valor_1.18,Treino,8,30578302.852056287
19,GLM_Tweedie_Valor_1.18,Treino,9,30522093.821429472
