,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.45,Teste,0,59132757.63416393
1,GLM_Tweedie_Valor_1.45,Teste,1,59474473.67037367
2,GLM_Tweedie_Valor_1.45,Teste,2,47721810.10554743
3,GLM_Tweedie_Valor_1.45,Teste,3,54869489.44509422
4,GLM_Tweedie_Valor_1.45,Teste,4,80261713.50873107
5,GLM_Tweedie_Valor_1.45,Teste,5,35323715.845000096
6,GLM_Tweedie_Valor_1.45,Teste,6,68164098.54332285
7,GLM_Tweedie_Valor_1.45,Teste,7,31588669.08496513
8,GLM_Tweedie_Valor_1.45,Teste,8,60607118.35412644
9,GLM_Tweedie_Valor_1.45,Teste,9,64027444.47081763
10,GLM_Tweedie_Valor_1.45,Treino,0,52123494.47548902
11,GLM_Tweedie_Valor_1.45,Treino,1,51011330.18827911
12,GLM_Tweedie_Valor_1.45,Treino,2,52172067.28529337
13,GLM_Tweedie_Valor_1.45,Treino,3,53778670.92682592
14,GLM_Tweedie_Valor_1.45,Treino,4,51343537.10313087
15,GLM_Tweedie_Valor_1.45,Treino,5,60417074.97112283
16,GLM_Tweedie_Valor_1.45,Treino,6,55773594.21001786
17,GLM_Tweedie_Valor_1.45,Treino,7,55577055.287753
18,GLM_Tweedie_Valor_1.45,Treino,8,53696587.00796599
19,GLM_Tweedie_Valor_1.45,Treino,9,49004516.88796716
