,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.47,Teste,0,80125508.38699009
1,GLM_Tweedie_Valor_1.47,Teste,1,68608228.85612263
2,GLM_Tweedie_Valor_1.47,Teste,2,54514487.25262197
3,GLM_Tweedie_Valor_1.47,Teste,3,71181478.01193175
4,GLM_Tweedie_Valor_1.47,Teste,4,94334232.92002717
5,GLM_Tweedie_Valor_1.47,Teste,5,42686095.379276365
6,GLM_Tweedie_Valor_1.47,Teste,6,75824051.06272954
7,GLM_Tweedie_Valor_1.47,Teste,7,34150525.82911986
8,GLM_Tweedie_Valor_1.47,Teste,8,65723521.42133762
9,GLM_Tweedie_Valor_1.47,Teste,9,67234016.1087502
10,GLM_Tweedie_Valor_1.47,Treino,0,59168356.85780432
11,GLM_Tweedie_Valor_1.47,Treino,1,57196440.06239773
12,GLM_Tweedie_Valor_1.47,Treino,2,61712281.74102379
13,GLM_Tweedie_Valor_1.47,Treino,3,62808878.01077647
14,GLM_Tweedie_Valor_1.47,Treino,4,60165303.58437288
15,GLM_Tweedie_Valor_1.47,Treino,5,71017832.95277606
16,GLM_Tweedie_Valor_1.47,Treino,6,65872055.8727329
17,GLM_Tweedie_Valor_1.47,Treino,7,65313100.19768405
18,GLM_Tweedie_Valor_1.47,Treino,8,63152119.264388405
19,GLM_Tweedie_Valor_1.47,Treino,9,51963315.28131198
