,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.42,Teste,0,46978097.97811242
1,GLM_Tweedie_Valor_1.42,Teste,1,54408160.68143934
2,GLM_Tweedie_Valor_1.42,Teste,2,44682665.42250084
3,GLM_Tweedie_Valor_1.42,Teste,3,46829150.172122635
4,GLM_Tweedie_Valor_1.42,Teste,4,67624399.58389674
5,GLM_Tweedie_Valor_1.42,Teste,5,30288582.970842887
6,GLM_Tweedie_Valor_1.42,Teste,6,63210362.68981392
7,GLM_Tweedie_Valor_1.42,Teste,7,29724056.64894015
8,GLM_Tweedie_Valor_1.42,Teste,8,57595664.11407936
9,GLM_Tweedie_Valor_1.42,Teste,9,59954346.47362875
10,GLM_Tweedie_Valor_1.42,Treino,0,47895887.345750175
11,GLM_Tweedie_Valor_1.42,Treino,1,47509349.42595504
12,GLM_Tweedie_Valor_1.42,Treino,2,47067565.81657114
13,GLM_Tweedie_Valor_1.42,Treino,3,49014179.52207227
14,GLM_Tweedie_Valor_1.42,Treino,4,43459220.393884994
15,GLM_Tweedie_Valor_1.42,Treino,5,53697057.44140854
16,GLM_Tweedie_Valor_1.42,Treino,6,49414867.09339449
17,GLM_Tweedie_Valor_1.42,Treino,7,48978404.651482955
18,GLM_Tweedie_Valor_1.42,Treino,8,45378049.839927584
19,GLM_Tweedie_Valor_1.42,Treino,9,45228321.12086498
