,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.07,Teste,0,22551870.15998837
1,GLM_Tweedie_Valor_1.07,Teste,1,28674001.068470962
2,GLM_Tweedie_Valor_1.07,Teste,2,32808362.99024676
3,GLM_Tweedie_Valor_1.07,Teste,3,21142059.55015232
4,GLM_Tweedie_Valor_1.07,Teste,4,45729151.11548581
5,GLM_Tweedie_Valor_1.07,Teste,5,16344976.918832913
6,GLM_Tweedie_Valor_1.07,Teste,6,34024459.47488197
7,GLM_Tweedie_Valor_1.07,Teste,7,23199606.07842541
8,GLM_Tweedie_Valor_1.07,Teste,8,36093036.626137935
9,GLM_Tweedie_Valor_1.07,Teste,9,40941675.76143605
10,GLM_Tweedie_Valor_1.07,Treino,0,29738630.909939032
11,GLM_Tweedie_Valor_1.07,Treino,1,29056285.39584813
12,GLM_Tweedie_Valor_1.07,Treino,2,28245383.630423043
13,GLM_Tweedie_Valor_1.07,Treino,3,30197553.314124364
14,GLM_Tweedie_Valor_1.07,Treino,4,26959953.068589907
15,GLM_Tweedie_Valor_1.07,Treino,5,30794164.034289636
16,GLM_Tweedie_Valor_1.07,Treino,6,28866005.363875236
17,GLM_Tweedie_Valor_1.07,Treino,7,29612339.50925348
18,GLM_Tweedie_Valor_1.07,Treino,8,28329504.098383054
19,GLM_Tweedie_Valor_1.07,Treino,9,27998881.251698114
