,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.44,Teste,0,52539929.729156576
1,GLM_Tweedie_Valor_1.44,Teste,1,57840403.24452605
2,GLM_Tweedie_Valor_1.44,Teste,2,45819679.34413184
3,GLM_Tweedie_Valor_1.44,Teste,3,50575394.44024517
4,GLM_Tweedie_Valor_1.44,Teste,4,75033453.96803229
5,GLM_Tweedie_Valor_1.44,Teste,5,32792397.549874872
6,GLM_Tweedie_Valor_1.44,Teste,6,65704615.82694769
7,GLM_Tweedie_Valor_1.44,Teste,7,30744546.55328471
8,GLM_Tweedie_Valor_1.44,Teste,8,58757466.55682142
9,GLM_Tweedie_Valor_1.44,Teste,9,62579359.909885965
10,GLM_Tweedie_Valor_1.44,Treino,0,50023026.68803985
11,GLM_Tweedie_Valor_1.44,Treino,1,49891576.22806874
12,GLM_Tweedie_Valor_1.44,Treino,2,49383158.307734124
13,GLM_Tweedie_Valor_1.44,Treino,3,51620590.57430404
14,GLM_Tweedie_Valor_1.44,Treino,4,48049536.93506843
15,GLM_Tweedie_Valor_1.44,Treino,5,57006638.210687734
16,GLM_Tweedie_Valor_1.44,Treino,6,52467257.59172356
17,GLM_Tweedie_Valor_1.44,Treino,7,52399728.1460926
18,GLM_Tweedie_Valor_1.44,Treino,8,50181881.28689864
19,GLM_Tweedie_Valor_1.44,Treino,9,47664190.531534314
