,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.1,Teste,0,23069943.945277646
1,GLM_Tweedie_Valor_1.1,Teste,1,29415286.877241403
2,GLM_Tweedie_Valor_1.1,Teste,2,33129017.699385952
3,GLM_Tweedie_Valor_1.1,Teste,3,21894249.982696883
4,GLM_Tweedie_Valor_1.1,Teste,4,46302005.94975327
5,GLM_Tweedie_Valor_1.1,Teste,5,16764208.643851984
6,GLM_Tweedie_Valor_1.1,Teste,6,35044282.17423851
7,GLM_Tweedie_Valor_1.1,Teste,7,23458453.384377632
8,GLM_Tweedie_Valor_1.1,Teste,8,37162128.68234894
9,GLM_Tweedie_Valor_1.1,Teste,9,41647283.26505744
10,GLM_Tweedie_Valor_1.1,Treino,0,30339007.306967303
11,GLM_Tweedie_Valor_1.1,Treino,1,29618168.750636093
12,GLM_Tweedie_Valor_1.1,Treino,2,28807123.065108147
13,GLM_Tweedie_Valor_1.1,Treino,3,30800485.158453632
14,GLM_Tweedie_Valor_1.1,Treino,4,27469225.532861188
15,GLM_Tweedie_Valor_1.1,Treino,5,31466325.77898607
16,GLM_Tweedie_Valor_1.1,Treino,6,29456804.04904065
17,GLM_Tweedie_Valor_1.1,Treino,7,30225924.206253108
18,GLM_Tweedie_Valor_1.1,Treino,8,28823126.592055954
19,GLM_Tweedie_Valor_1.1,Treino,9,28560207.54225716
