,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.59,Teste,0,882094883.7462145
1,GLM_Tweedie_Valor_1.59,Teste,1,290717176.71421915
2,GLM_Tweedie_Valor_1.59,Teste,2,102630040.97008441
3,GLM_Tweedie_Valor_1.59,Teste,3,561125306.5050763
4,GLM_Tweedie_Valor_1.59,Teste,4,141433275.7517492
5,GLM_Tweedie_Valor_1.59,Teste,5,619564729.8823782
6,GLM_Tweedie_Valor_1.59,Teste,6,189991167.49119207
7,GLM_Tweedie_Valor_1.59,Teste,7,61605075.82512492
8,GLM_Tweedie_Valor_1.59,Teste,8,168119023.7607415
9,GLM_Tweedie_Valor_1.59,Teste,9,132004152.44160478
10,GLM_Tweedie_Valor_1.59,Treino,0,291618541.5869945
11,GLM_Tweedie_Valor_1.59,Treino,1,218788717.2219888
12,GLM_Tweedie_Valor_1.59,Treino,2,130904774.51795098
13,GLM_Tweedie_Valor_1.59,Treino,3,399993985.5621426
14,GLM_Tweedie_Valor_1.59,Treino,4,91477826.82874148
15,GLM_Tweedie_Valor_1.59,Treino,5,685633983.6393002
16,GLM_Tweedie_Valor_1.59,Treino,6,253507923.96020123
17,GLM_Tweedie_Valor_1.59,Treino,7,178406061.78682145
18,GLM_Tweedie_Valor_1.59,Treino,8,282205601.76719236
19,GLM_Tweedie_Valor_1.59,Treino,9,144545125.86076337
