,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.53,Teste,0,229931355.028595
1,GLM_Tweedie_Valor_1.53,Teste,1,134530915.91517594
2,GLM_Tweedie_Valor_1.53,Teste,2,93316720.36540553
3,GLM_Tweedie_Valor_1.53,Teste,3,157991440.76418063
4,GLM_Tweedie_Valor_1.53,Teste,4,184977330.2689543
5,GLM_Tweedie_Valor_1.53,Teste,5,93088620.85960694
6,GLM_Tweedie_Valor_1.53,Teste,6,119886428.26158468
7,GLM_Tweedie_Valor_1.53,Teste,7,49275830.6728158
8,GLM_Tweedie_Valor_1.53,Teste,8,91217754.6452445
9,GLM_Tweedie_Valor_1.53,Teste,9,81108484.83927478
10,GLM_Tweedie_Valor_1.53,Treino,0,102708949.62547094
11,GLM_Tweedie_Valor_1.53,Treino,1,105025427.21396296
12,GLM_Tweedie_Valor_1.53,Treino,2,117413275.03191693
13,GLM_Tweedie_Valor_1.53,Treino,3,115436916.0955724
14,GLM_Tweedie_Valor_1.53,Treino,4,116757196.60177864
15,GLM_Tweedie_Valor_1.53,Treino,5,138920464.64759287
16,GLM_Tweedie_Valor_1.53,Treino,6,129961545.51966704
17,GLM_Tweedie_Valor_1.53,Treino,7,125774689.06589939
18,GLM_Tweedie_Valor_1.53,Treino,8,122812440.63064454
19,GLM_Tweedie_Valor_1.53,Treino,9,66653317.02953178
