,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.14,Teste,0,23942254.65818462
1,GLM_Tweedie_Valor_1.14,Teste,1,30610490.68691406
2,GLM_Tweedie_Valor_1.14,Teste,2,33645328.7815988
3,GLM_Tweedie_Valor_1.14,Teste,3,23105150.227587983
4,GLM_Tweedie_Valor_1.14,Teste,4,47226715.62336759
5,GLM_Tweedie_Valor_1.14,Teste,5,17428632.561052855
6,GLM_Tweedie_Valor_1.14,Teste,6,36633868.19435643
7,GLM_Tweedie_Valor_1.14,Teste,7,23846629.00927061
8,GLM_Tweedie_Valor_1.14,Teste,8,38776771.21588165
9,GLM_Tweedie_Valor_1.14,Teste,9,42721733.67584772
10,GLM_Tweedie_Valor_1.14,Treino,0,31281781.03825464
11,GLM_Tweedie_Valor_1.14,Treino,1,30506495.77129509
12,GLM_Tweedie_Valor_1.14,Treino,2,29703333.019336622
13,GLM_Tweedie_Valor_1.14,Treino,3,31747594.67683036
14,GLM_Tweedie_Valor_1.14,Treino,4,28277142.99645555
15,GLM_Tweedie_Valor_1.14,Treino,5,32538482.101445697
16,GLM_Tweedie_Valor_1.14,Treino,6,30400431.477362342
17,GLM_Tweedie_Valor_1.14,Treino,7,31196665.54449535
18,GLM_Tweedie_Valor_1.14,Treino,8,29608502.92246416
19,GLM_Tweedie_Valor_1.14,Treino,9,29445126.09097366
