,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.61,Teste,0,517311127.3575755
1,GLM_Tweedie_Valor_1.61,Teste,1,845624739.5193697
2,GLM_Tweedie_Valor_1.61,Teste,2,920902668.4382372
3,GLM_Tweedie_Valor_1.61,Teste,3,3257645356.9710608
4,GLM_Tweedie_Valor_1.61,Teste,4,138715662.0280567
5,GLM_Tweedie_Valor_1.61,Teste,5,667066031.4769844
6,GLM_Tweedie_Valor_1.61,Teste,6,140344624.0327682
7,GLM_Tweedie_Valor_1.61,Teste,7,160705786.3262603
8,GLM_Tweedie_Valor_1.61,Teste,8,2768999294.4293604
9,GLM_Tweedie_Valor_1.61,Teste,9,160748519.06947452
10,GLM_Tweedie_Valor_1.61,Treino,0,170639908.51192117
11,GLM_Tweedie_Valor_1.61,Treino,1,593949764.6930145
12,GLM_Tweedie_Valor_1.61,Treino,2,1007985691.6582175
13,GLM_Tweedie_Valor_1.61,Treino,3,2277302451.2115417
14,GLM_Tweedie_Valor_1.61,Treino,4,94448476.9170733
15,GLM_Tweedie_Valor_1.61,Treino,5,726243040.6683536
16,GLM_Tweedie_Valor_1.61,Treino,6,148540665.38651618
17,GLM_Tweedie_Valor_1.61,Treino,7,615569116.9970877
18,GLM_Tweedie_Valor_1.61,Treino,8,9698233985.015121
19,GLM_Tweedie_Valor_1.61,Treino,9,190708578.85853213
