,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.17,Teste,0,24770955.13993729
1,GLM_Tweedie_Valor_1.17,Teste,1,31693111.334671777
2,GLM_Tweedie_Valor_1.17,Teste,2,34116240.50426135
3,GLM_Tweedie_Valor_1.17,Teste,3,24203443.187771536
4,GLM_Tweedie_Valor_1.17,Teste,4,48071590.523832686
5,GLM_Tweedie_Valor_1.17,Teste,5,18023689.780919235
6,GLM_Tweedie_Valor_1.17,Teste,6,38031339.161340676
7,GLM_Tweedie_Valor_1.17,Teste,7,24177912.350084778
8,GLM_Tweedie_Valor_1.17,Teste,8,40150020.36919181
9,GLM_Tweedie_Valor_1.17,Teste,9,43647991.694070615
10,GLM_Tweedie_Valor_1.17,Treino,0,32117116.970092565
11,GLM_Tweedie_Valor_1.17,Treino,1,31300997.25408034
12,GLM_Tweedie_Valor_1.17,Treino,2,30510720.51075245
13,GLM_Tweedie_Valor_1.17,Treino,3,32588234.475820955
14,GLM_Tweedie_Valor_1.17,Treino,4,29001004.539422296
15,GLM_Tweedie_Valor_1.17,Treino,5,33504435.532765478
16,GLM_Tweedie_Valor_1.17,Treino,6,31252626.626580723
17,GLM_Tweedie_Valor_1.17,Treino,7,32065228.336981423
18,GLM_Tweedie_Valor_1.17,Treino,8,30315783.946314033
19,GLM_Tweedie_Valor_1.17,Treino,9,30232346.085788485
