,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.29,Teste,0,30579751.54077868
1,GLM_Tweedie_Valor_1.29,Teste,1,38412011.29174457
2,GLM_Tweedie_Valor_1.29,Teste,2,37145700.80143633
3,GLM_Tweedie_Valor_1.29,Teste,3,31034400.884676337
4,GLM_Tweedie_Valor_1.29,Teste,4,53517127.47479225
5,GLM_Tweedie_Valor_1.29,Teste,5,21674233.1494699
6,GLM_Tweedie_Valor_1.29,Teste,6,46151902.14408624
7,GLM_Tweedie_Valor_1.29,Teste,7,26031053.981737144
8,GLM_Tweedie_Valor_1.29,Teste,8,47466784.765358016
9,GLM_Tweedie_Valor_1.29,Teste,9,48888748.305597834
10,GLM_Tweedie_Valor_1.29,Treino,0,37066045.53178764
11,GLM_Tweedie_Valor_1.29,Treino,1,36162716.36456553
12,GLM_Tweedie_Valor_1.29,Treino,2,35501022.3406924
13,GLM_Tweedie_Valor_1.29,Treino,3,37624494.10841053
14,GLM_Tweedie_Valor_1.29,Treino,4,33430055.181165904
15,GLM_Tweedie_Valor_1.29,Treino,5,39489019.18652788
16,GLM_Tweedie_Valor_1.29,Treino,6,36584304.79821968
17,GLM_Tweedie_Valor_1.29,Treino,7,37373284.34194219
18,GLM_Tweedie_Valor_1.29,Treino,8,34731345.19786878
19,GLM_Tweedie_Valor_1.29,Treino,9,34935997.27372092
