,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.15,Teste,0,24199745.85967728
1,GLM_Tweedie_Valor_1.15,Teste,1,30951921.822233886
2,GLM_Tweedie_Valor_1.15,Teste,2,33793395.3504741
3,GLM_Tweedie_Valor_1.15,Teste,3,23451306.791447986
4,GLM_Tweedie_Valor_1.15,Teste,4,47492246.01753145
5,GLM_Tweedie_Valor_1.15,Teste,5,17616806.67143223
6,GLM_Tweedie_Valor_1.15,Teste,6,37078380.65231797
7,GLM_Tweedie_Valor_1.15,Teste,7,23952813.402399637
8,GLM_Tweedie_Valor_1.15,Teste,8,39218009.726792604
9,GLM_Tweedie_Valor_1.15,Teste,9,43017912.99569398
10,GLM_Tweedie_Valor_1.15,Treino,0,31546857.67840535
11,GLM_Tweedie_Valor_1.15,Treino,1,30757817.724426866
12,GLM_Tweedie_Valor_1.15,Treino,2,29958239.90751155
13,GLM_Tweedie_Valor_1.15,Treino,3,32014159.035115868
14,GLM_Tweedie_Valor_1.15,Treino,4,28506042.56466734
15,GLM_Tweedie_Valor_1.15,Treino,5,32843431.336893346
16,GLM_Tweedie_Valor_1.15,Treino,6,30669232.08118942
17,GLM_Tweedie_Valor_1.15,Treino,7,31471401.526260626
18,GLM_Tweedie_Valor_1.15,Treino,8,29831751.38725344
19,GLM_Tweedie_Valor_1.15,Treino,9,29694632.858854268
