,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.48,Teste,0,94521440.6663587
1,GLM_Tweedie_Valor_1.48,Teste,1,75915034.03773174
2,GLM_Tweedie_Valor_1.48,Teste,2,58734364.961125486
3,GLM_Tweedie_Valor_1.48,Teste,3,80831492.8245201
4,GLM_Tweedie_Valor_1.48,Teste,4,103553451.06128143
5,GLM_Tweedie_Valor_1.48,Teste,5,47621819.34200295
6,GLM_Tweedie_Valor_1.48,Teste,6,80742659.54791704
7,GLM_Tweedie_Valor_1.48,Teste,7,35821992.32493687
8,GLM_Tweedie_Valor_1.48,Teste,8,68858972.27373472
9,GLM_Tweedie_Valor_1.48,Teste,9,69010506.70215985
10,GLM_Tweedie_Valor_1.48,Treino,0,63810563.46432425
11,GLM_Tweedie_Valor_1.48,Treino,1,62276836.303918704
12,GLM_Tweedie_Valor_1.48,Treino,2,67715996.80523719
13,GLM_Tweedie_Valor_1.48,Treino,3,68427258.03462523
14,GLM_Tweedie_Valor_1.48,Treino,4,65913608.71096019
15,GLM_Tweedie_Valor_1.48,Treino,5,78015824.88678889
16,GLM_Tweedie_Valor_1.48,Treino,6,72520017.93455002
17,GLM_Tweedie_Valor_1.48,Treino,7,71665787.41416456
18,GLM_Tweedie_Valor_1.48,Treino,8,69292927.31985499
19,GLM_Tweedie_Valor_1.48,Treino,9,53597070.83576265
