,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.32,Teste,0,33032696.593235344
1,GLM_Tweedie_Valor_1.32,Teste,1,40985915.70737171
2,GLM_Tweedie_Valor_1.32,Teste,2,38347349.07222405
3,GLM_Tweedie_Valor_1.32,Teste,3,33633912.193099186
4,GLM_Tweedie_Valor_1.32,Teste,4,55676116.53120893
5,GLM_Tweedie_Valor_1.32,Teste,5,23066209.933713872
6,GLM_Tweedie_Valor_1.32,Teste,6,49081898.60790306
7,GLM_Tweedie_Valor_1.32,Teste,7,26690294.672583506
8,GLM_Tweedie_Valor_1.32,Teste,8,49888980.28413099
9,GLM_Tweedie_Valor_1.32,Teste,9,50765293.72628164
10,GLM_Tweedie_Valor_1.32,Treino,0,38884273.9477958
11,GLM_Tweedie_Valor_1.32,Treino,1,38009564.75113937
12,GLM_Tweedie_Valor_1.32,Treino,2,37403806.992844746
13,GLM_Tweedie_Valor_1.32,Treino,3,39502737.321394525
14,GLM_Tweedie_Valor_1.32,Treino,4,35109601.90585206
15,GLM_Tweedie_Valor_1.32,Treino,5,41782075.81870769
16,GLM_Tweedie_Valor_1.32,Treino,6,38646801.00866666
17,GLM_Tweedie_Valor_1.32,Treino,7,39385706.462626226
18,GLM_Tweedie_Valor_1.32,Treino,8,36442566.04348576
19,GLM_Tweedie_Valor_1.32,Treino,9,36671357.13033531
