,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.56,Teste,0,407167213.4256679
1,GLM_Tweedie_Valor_1.56,Teste,1,201847861.8471572
2,GLM_Tweedie_Valor_1.56,Teste,2,134458401.79438767
3,GLM_Tweedie_Valor_1.56,Teste,3,246444406.7864672
4,GLM_Tweedie_Valor_1.56,Teste,4,231228605.92043364
5,GLM_Tweedie_Valor_1.56,Teste,5,152069413.01730555
6,GLM_Tweedie_Valor_1.56,Teste,6,163444684.45952848
7,GLM_Tweedie_Valor_1.56,Teste,7,63326858.51736019
8,GLM_Tweedie_Valor_1.56,Teste,8,111201904.42194545
9,GLM_Tweedie_Valor_1.56,Teste,9,101679779.69905558
10,GLM_Tweedie_Valor_1.56,Treino,0,148541430.04241922
11,GLM_Tweedie_Valor_1.56,Treino,1,154824664.0501903
12,GLM_Tweedie_Valor_1.56,Treino,2,176327745.63615805
13,GLM_Tweedie_Valor_1.56,Treino,3,172029454.2463772
14,GLM_Tweedie_Valor_1.56,Treino,4,144883309.22854254
15,GLM_Tweedie_Valor_1.56,Treino,5,213505332.1445564
16,GLM_Tweedie_Valor_1.56,Treino,6,199526524.96161875
17,GLM_Tweedie_Valor_1.56,Treino,7,187906684.37524447
18,GLM_Tweedie_Valor_1.56,Treino,8,184507548.47151002
19,GLM_Tweedie_Valor_1.56,Treino,9,97957821.53108115
