,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.49,Teste,0,112064573.93509892
1,GLM_Tweedie_Valor_1.49,Teste,1,84430277.12318783
2,GLM_Tweedie_Valor_1.49,Teste,2,63610642.56926712
3,GLM_Tweedie_Valor_1.49,Teste,3,91898191.147636
4,GLM_Tweedie_Valor_1.49,Teste,4,114576114.68510547
5,GLM_Tweedie_Valor_1.49,Teste,5,53589757.44880105
6,GLM_Tweedie_Valor_1.49,Teste,6,86436022.7439535
7,GLM_Tweedie_Valor_1.49,Teste,7,37768517.6074819
8,GLM_Tweedie_Valor_1.49,Teste,8,72374022.34001096
9,GLM_Tweedie_Valor_1.49,Teste,9,70916007.61805616
10,GLM_Tweedie_Valor_1.49,Treino,0,69267710.76589198
11,GLM_Tweedie_Valor_1.49,Treino,1,68333463.17523465
12,GLM_Tweedie_Valor_1.49,Treino,2,74692671.34554872
13,GLM_Tweedie_Valor_1.49,Treino,3,74976657.78240074
14,GLM_Tweedie_Valor_1.49,Treino,4,72771484.5485756
15,GLM_Tweedie_Valor_1.49,Treino,5,86332164.27444513
16,GLM_Tweedie_Valor_1.49,Treino,6,80403595.7881155
17,GLM_Tweedie_Valor_1.49,Treino,7,79140996.68722187
18,GLM_Tweedie_Valor_1.49,Treino,8,76590233.47180712
19,GLM_Tweedie_Valor_1.49,Treino,9,55345362.65635372
