,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.02,Teste,0,21882139.496972673
1,GLM_Tweedie_Valor_1.02,Teste,1,27679116.66798809
2,GLM_Tweedie_Valor_1.02,Teste,2,32370270.65268014
3,GLM_Tweedie_Valor_1.02,Teste,3,20123078.00265843
4,GLM_Tweedie_Valor_1.02,Teste,4,44950446.36498183
5,GLM_Tweedie_Valor_1.02,Teste,5,15765610.667109633
6,GLM_Tweedie_Valor_1.02,Teste,6,32591892.4413183
7,GLM_Tweedie_Valor_1.02,Teste,7,22814744.21041511
8,GLM_Tweedie_Valor_1.02,Teste,8,34541464.77538214
9,GLM_Tweedie_Valor_1.02,Teste,9,39920845.52573118
10,GLM_Tweedie_Valor_1.02,Treino,0,28901310.392949134
11,GLM_Tweedie_Valor_1.02,Treino,1,28275625.26942668
12,GLM_Tweedie_Valor_1.02,Treino,2,27474591.431080367
13,GLM_Tweedie_Valor_1.02,Treino,3,29355561.79337953
14,GLM_Tweedie_Valor_1.02,Treino,4,26257352.515441246
15,GLM_Tweedie_Valor_1.02,Treino,5,29871483.62336057
16,GLM_Tweedie_Valor_1.02,Treino,6,28055230.492781647
17,GLM_Tweedie_Valor_1.02,Treino,7,28759710.676263742
18,GLM_Tweedie_Valor_1.02,Treino,8,27648140.6284338
19,GLM_Tweedie_Valor_1.02,Treino,9,27219408.52395159
