,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.51,Teste,0,159429902.62515074
1,GLM_Tweedie_Valor_1.51,Teste,1,105592289.45616366
2,GLM_Tweedie_Valor_1.51,Teste,2,75988863.51511706
3,GLM_Tweedie_Valor_1.51,Teste,3,119701707.50540182
4,GLM_Tweedie_Valor_1.51,Teste,4,143500280.92257634
5,GLM_Tweedie_Valor_1.51,Teste,5,69545925.21215653
6,GLM_Tweedie_Valor_1.51,Teste,6,100645606.61607502
7,GLM_Tweedie_Valor_1.51,Teste,7,42654919.369924195
8,GLM_Tweedie_Valor_1.51,Teste,8,80697683.88964039
9,GLM_Tweedie_Valor_1.51,Teste,9,75170656.36851186
10,GLM_Tweedie_Valor_1.51,Treino,0,83221222.2650968
11,GLM_Tweedie_Valor_1.51,Treino,1,83706538.83390571
12,GLM_Tweedie_Valor_1.51,Treino,2,92480167.85054885
13,GLM_Tweedie_Valor_1.51,Treino,3,91759206.67230433
14,GLM_Tweedie_Valor_1.51,Treino,4,90771458.99380502
15,GLM_Tweedie_Valor_1.51,Treino,5,107986259.3867113
16,GLM_Tweedie_Valor_1.51,Treino,6,100866056.96353088
17,GLM_Tweedie_Valor_1.51,Treino,7,98418157.12696129
18,GLM_Tweedie_Valor_1.51,Treino,8,95613452.36958084
19,GLM_Tweedie_Valor_1.51,Treino,9,59260094.45215723
