,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.25,Teste,0,28061366.035281934
1,GLM_Tweedie_Valor_1.25,Teste,1,35638392.81730444
2,GLM_Tweedie_Valor_1.25,Teste,2,35873639.39728134
3,GLM_Tweedie_Valor_1.25,Teste,3,28217268.458930727
4,GLM_Tweedie_Valor_1.25,Teste,4,51230035.22568064
5,GLM_Tweedie_Valor_1.25,Teste,5,20171468.281048637
6,GLM_Tweedie_Valor_1.25,Teste,6,42893760.27729552
7,GLM_Tweedie_Valor_1.25,Teste,7,25295253.16204123
8,GLM_Tweedie_Valor_1.25,Teste,8,44649977.76470652
9,GLM_Tweedie_Valor_1.25,Teste,9,46800570.17938555
10,GLM_Tweedie_Valor_1.25,Treino,0,35063269.46497398
11,GLM_Tweedie_Valor_1.25,Treino,1,34164131.9437464
12,GLM_Tweedie_Valor_1.25,Treino,2,33443958.95565346
13,GLM_Tweedie_Valor_1.25,Treino,3,35573247.65341519
14,GLM_Tweedie_Valor_1.25,Treino,4,31610520.17723218
15,GLM_Tweedie_Valor_1.25,Treino,5,37017907.67209765
16,GLM_Tweedie_Valor_1.25,Treino,6,34372450.549060814
17,GLM_Tweedie_Valor_1.25,Treino,7,35193256.05831757
18,GLM_Tweedie_Valor_1.25,Treino,8,32899273.216985364
19,GLM_Tweedie_Valor_1.25,Treino,9,33026738.591114108
