,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.23,Teste,0,27054363.04408632
1,GLM_Tweedie_Valor_1.23,Teste,1,34478500.57074518
2,GLM_Tweedie_Valor_1.23,Teste,2,35350132.14567334
3,GLM_Tweedie_Valor_1.23,Teste,3,27036645.748423625
4,GLM_Tweedie_Valor_1.23,Teste,4,50288728.354654595
5,GLM_Tweedie_Valor_1.23,Teste,5,19541838.184596114
6,GLM_Tweedie_Valor_1.23,Teste,6,41495465.34046558
7,GLM_Tweedie_Valor_1.23,Teste,7,24977388.09371874
8,GLM_Tweedie_Valor_1.23,Teste,8,43395595.821317255
9,GLM_Tweedie_Valor_1.23,Teste,9,45900881.24446799
10,GLM_Tweedie_Valor_1.23,Treino,0,34210380.53626212
11,GLM_Tweedie_Valor_1.23,Treino,1,33325509.679738313
12,GLM_Tweedie_Valor_1.23,Treino,2,32582362.016169976
13,GLM_Tweedie_Valor_1.23,Treino,3,34705340.325741604
14,GLM_Tweedie_Valor_1.23,Treino,4,30846420.979854986
15,GLM_Tweedie_Valor_1.23,Treino,5,35984884.561279304
16,GLM_Tweedie_Valor_1.23,Treino,6,33451878.046193786
17,GLM_Tweedie_Valor_1.23,Treino,7,34277619.03199636
18,GLM_Tweedie_Valor_1.23,Treino,8,32137250.99424
19,GLM_Tweedie_Valor_1.23,Treino,9,32215490.238660317
