,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.57,Teste,0,469043532.0595223
1,GLM_Tweedie_Valor_1.57,Teste,1,233982125.59882727
2,GLM_Tweedie_Valor_1.57,Teste,2,148098099.72533244
3,GLM_Tweedie_Valor_1.57,Teste,3,288046073.1428533
4,GLM_Tweedie_Valor_1.57,Teste,4,566591100.7139351
5,GLM_Tweedie_Valor_1.57,Teste,5,178574012.19210678
6,GLM_Tweedie_Valor_1.57,Teste,6,179939783.02267203
7,GLM_Tweedie_Valor_1.57,Teste,7,54808718.48048847
8,GLM_Tweedie_Valor_1.57,Teste,8,116163568.09326148
9,GLM_Tweedie_Valor_1.57,Teste,9,110440195.86947103
10,GLM_Tweedie_Valor_1.57,Treino,0,164907016.7693631
11,GLM_Tweedie_Valor_1.57,Treino,1,178528748.32644537
12,GLM_Tweedie_Valor_1.57,Treino,2,195819910.93259528
13,GLM_Tweedie_Valor_1.57,Treino,3,199309399.315858
14,GLM_Tweedie_Valor_1.57,Treino,4,379289815.63866377
15,GLM_Tweedie_Valor_1.57,Treino,5,246352318.84259388
16,GLM_Tweedie_Valor_1.57,Treino,6,226891562.41971987
17,GLM_Tweedie_Valor_1.57,Treino,7,153647381.41137457
18,GLM_Tweedie_Valor_1.57,Treino,8,174692044.71070653
19,GLM_Tweedie_Valor_1.57,Treino,9,111182794.65765476
