,Nome,Tipo,Iteracao,MSE
0,GLM_Tweedie_Valor_1.37,Teste,0,38626468.05131919
1,GLM_Tweedie_Valor_1.37,Teste,1,46555262.691262156
2,GLM_Tweedie_Valor_1.37,Teste,2,40997238.54725251
3,GLM_Tweedie_Valor_1.37,Teste,3,39187488.280879304
4,GLM_Tweedie_Valor_1.37,Teste,4,60428210.814870425
5,GLM_Tweedie_Valor_1.37,Teste,5,26070193.58855287
6,GLM_Tweedie_Valor_1.37,Teste,6,55165760.12187354
7,GLM_Tweedie_Valor_1.37,Teste,7,28059783.28079168
8,GLM_Tweedie_Valor_1.37,Teste,8,54642841.82049593
9,GLM_Tweedie_Valor_1.37,Teste,9,54679433.710907936
10,GLM_Tweedie_Valor_1.37,Treino,0,42709054.60042343
11,GLM_Tweedie_Valor_1.37,Treino,1,41978871.06777651
12,GLM_Tweedie_Valor_1.37,Treino,2,41492271.481626295
13,GLM_Tweedie_Valor_1.37,Treino,3,43499771.02935686
14,GLM_Tweedie_Valor_1.37,Treino,4,38714408.95891157
15,GLM_Tweedie_Valor_1.37,Treino,5,46737450.53624397
16,GLM_Tweedie_Valor_1.37,Treino,6,43125307.16542368
17,GLM_Tweedie_Valor_1.37,Treino,7,43707960.037032
18,GLM_Tweedie_Valor_1.37,Treino,8,40171300.1262645
19,GLM_Tweedie_Valor_1.37,Treino,9,40315369.685479455
