,Nome,Tipo,PoissonDeviance
0,Arvore,Teste,3.3537226834037925
1,Arvore,Treino,0.012186523590125497
2,GLM,Teste,11.748593663654189
3,GLM,Treino,11.586618734012697
4,RBF,Teste,16.583992640388402
5,RBF,Treino,16.240425274155466
