,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.1,Teste,0,17,511,2,192
1,RBF_120_0.1,Teste,1,19,513,4,185
2,RBF_120_0.1,Teste,2,19,504,0,198
3,RBF_120_0.1,Teste,3,21,505,4,191
4,RBF_120_0.1,Teste,4,12,511,8,190
5,RBF_120_0.1,Teste,5,20,513,6,182
6,RBF_120_0.1,Teste,6,16,517,0,188
7,RBF_120_0.1,Teste,7,17,532,4,168
8,RBF_120_0.1,Teste,8,24,498,8,191
9,RBF_120_0.1,Teste,9,18,501,4,198
10,RBF_120_0.1,Treino,0,207,4553,9,1720
11,RBF_120_0.1,Treino,1,210,4546,28,1706
12,RBF_120_0.1,Treino,2,180,4585,9,1716
13,RBF_120_0.1,Treino,3,202,4560,9,1719
14,RBF_120_0.1,Treino,4,225,4540,12,1713
15,RBF_120_0.1,Treino,5,194,4561,10,1725
16,RBF_120_0.1,Treino,6,212,4543,11,1724
17,RBF_120_0.1,Treino,7,221,4518,10,1741
18,RBF_120_0.1,Treino,8,207,4559,6,1718
19,RBF_120_0.1,Treino,9,201,4568,9,1712
