,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_200_0.2,Teste,0,46,482,7,187
1,RBF_200_0.2,Teste,1,47,485,10,179
2,RBF_200_0.2,Teste,2,51,472,9,189
3,RBF_200_0.2,Teste,3,47,479,15,180
4,RBF_200_0.2,Teste,4,40,483,14,184
5,RBF_200_0.2,Teste,5,53,480,16,172
6,RBF_200_0.2,Teste,6,59,474,7,181
7,RBF_200_0.2,Teste,7,49,500,15,157
8,RBF_200_0.2,Teste,8,47,475,10,189
9,RBF_200_0.2,Teste,9,48,471,10,192
10,RBF_200_0.2,Treino,0,627,4133,64,1665
11,RBF_200_0.2,Treino,1,604,4152,65,1669
12,RBF_200_0.2,Treino,2,621,4144,72,1653
13,RBF_200_0.2,Treino,3,694,4068,73,1655
14,RBF_200_0.2,Treino,4,625,4140,73,1652
15,RBF_200_0.2,Treino,5,679,4076,87,1648
16,RBF_200_0.2,Treino,6,606,4149,61,1674
17,RBF_200_0.2,Treino,7,614,4125,54,1697
18,RBF_200_0.2,Treino,8,561,4205,59,1665
19,RBF_200_0.2,Treino,9,634,4135,73,1648
