,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_150_0.2,Teste,0,37,491,17,177
1,RBF_150_0.2,Teste,1,49,483,18,171
2,RBF_150_0.2,Teste,2,64,459,14,184
3,RBF_150_0.2,Teste,3,62,464,15,180
4,RBF_150_0.2,Teste,4,43,480,13,185
5,RBF_150_0.2,Teste,5,58,475,18,170
6,RBF_150_0.2,Teste,6,55,478,10,178
7,RBF_150_0.2,Teste,7,42,507,10,162
8,RBF_150_0.2,Teste,8,54,468,15,184
9,RBF_150_0.2,Teste,9,43,476,5,197
10,RBF_150_0.2,Treino,0,610,4150,71,1658
11,RBF_150_0.2,Treino,1,632,4124,81,1653
12,RBF_150_0.2,Treino,2,638,4127,90,1635
13,RBF_150_0.2,Treino,3,604,4158,71,1657
14,RBF_150_0.2,Treino,4,659,4106,100,1625
15,RBF_150_0.2,Treino,5,655,4100,130,1605
16,RBF_150_0.2,Treino,6,610,4145,81,1654
17,RBF_150_0.2,Treino,7,569,4170,59,1692
18,RBF_150_0.2,Treino,8,551,4215,73,1651
19,RBF_150_0.2,Treino,9,585,4184,70,1651
