,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_150_0.4,Teste,0,509,19,183,11
1,RBF_150_0.4,Teste,1,513,19,178,11
2,RBF_150_0.4,Teste,2,502,21,187,11
3,RBF_150_0.4,Teste,3,508,18,188,7
4,RBF_150_0.4,Teste,4,497,26,188,10
5,RBF_150_0.4,Teste,5,495,38,173,15
6,RBF_150_0.4,Teste,6,519,14,179,9
7,RBF_150_0.4,Teste,7,530,19,159,13
8,RBF_150_0.4,Teste,8,505,17,189,10
9,RBF_150_0.4,Teste,9,500,19,192,10
10,RBF_150_0.4,Treino,0,4631,129,1610,119
11,RBF_150_0.4,Treino,1,4608,148,1610,124
12,RBF_150_0.4,Treino,2,4595,170,1587,138
13,RBF_150_0.4,Treino,3,4626,136,1588,140
14,RBF_150_0.4,Treino,4,4621,144,1600,125
15,RBF_150_0.4,Treino,5,4428,327,1565,170
16,RBF_150_0.4,Treino,6,4636,119,1615,120
17,RBF_150_0.4,Treino,7,4585,154,1598,153
18,RBF_150_0.4,Treino,8,4600,166,1562,162
19,RBF_150_0.4,Treino,9,4640,129,1596,125
