,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.6,Teste,0,524,4,194,0
1,RBF_120_0.6,Teste,1,532,0,188,1
2,RBF_120_0.6,Teste,2,523,0,196,2
3,RBF_120_0.6,Teste,3,524,2,194,1
4,RBF_120_0.6,Teste,4,521,2,195,3
5,RBF_120_0.6,Teste,5,532,1,186,2
6,RBF_120_0.6,Teste,6,532,1,184,4
7,RBF_120_0.6,Teste,7,548,1,172,0
8,RBF_120_0.6,Teste,8,518,4,197,2
9,RBF_120_0.6,Teste,9,519,0,202,0
10,RBF_120_0.6,Treino,0,4755,5,1706,23
11,RBF_120_0.6,Treino,1,4739,17,1709,25
12,RBF_120_0.6,Treino,2,4757,8,1706,19
13,RBF_120_0.6,Treino,3,4754,8,1707,21
14,RBF_120_0.6,Treino,4,4760,5,1694,31
15,RBF_120_0.6,Treino,5,4744,11,1710,25
16,RBF_120_0.6,Treino,6,4750,5,1718,17
17,RBF_120_0.6,Treino,7,4729,10,1727,24
18,RBF_120_0.6,Treino,8,4755,11,1691,33
19,RBF_120_0.6,Treino,9,4758,11,1700,21
