,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.3,Teste,0,469,59,167,27
1,RBF_120_0.3,Teste,1,460,72,154,35
2,RBF_120_0.3,Teste,2,472,51,162,36
3,RBF_120_0.3,Teste,3,459,67,167,28
4,RBF_120_0.3,Teste,4,467,56,169,29
5,RBF_120_0.3,Teste,5,468,65,153,35
6,RBF_120_0.3,Teste,6,468,65,150,38
7,RBF_120_0.3,Teste,7,493,56,144,28
8,RBF_120_0.3,Teste,8,474,48,172,27
9,RBF_120_0.3,Teste,9,456,63,166,36
10,RBF_120_0.3,Treino,0,4268,492,1391,338
11,RBF_120_0.3,Treino,1,4166,590,1360,374
12,RBF_120_0.3,Treino,2,4271,494,1406,319
13,RBF_120_0.3,Treino,3,4250,512,1382,346
14,RBF_120_0.3,Treino,4,4266,499,1390,335
15,RBF_120_0.3,Treino,5,4224,531,1384,351
16,RBF_120_0.3,Treino,6,4238,517,1404,331
17,RBF_120_0.3,Treino,7,4185,554,1369,382
18,RBF_120_0.3,Treino,8,4346,420,1419,305
19,RBF_120_0.3,Treino,9,4288,481,1397,324
