,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_250_0.2,Teste,0,35,493,11,183
1,RBF_250_0.2,Teste,1,53,479,14,175
2,RBF_250_0.2,Teste,2,51,472,13,185
3,RBF_250_0.2,Teste,3,43,483,13,182
4,RBF_250_0.2,Teste,4,33,490,14,184
5,RBF_250_0.2,Teste,5,54,479,16,172
6,RBF_250_0.2,Teste,6,48,485,4,184
7,RBF_250_0.2,Teste,7,47,502,12,160
8,RBF_250_0.2,Teste,8,41,481,13,186
9,RBF_250_0.2,Teste,9,42,477,15,187
10,RBF_250_0.2,Treino,0,631,4129,57,1672
11,RBF_250_0.2,Treino,1,642,4114,74,1660
12,RBF_250_0.2,Treino,2,678,4087,65,1660
13,RBF_250_0.2,Treino,3,687,4075,54,1674
14,RBF_250_0.2,Treino,4,700,4065,109,1616
15,RBF_250_0.2,Treino,5,711,4044,69,1666
16,RBF_250_0.2,Treino,6,680,4075,49,1686
17,RBF_250_0.2,Treino,7,632,4107,72,1679
18,RBF_250_0.2,Treino,8,615,4151,57,1667
19,RBF_250_0.2,Treino,9,651,4118,59,1662
