,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_200_0.1,Teste,0,15,513,3,191
1,RBF_200_0.1,Teste,1,19,513,3,186
2,RBF_200_0.1,Teste,2,22,501,5,193
3,RBF_200_0.1,Teste,3,15,511,6,189
4,RBF_200_0.1,Teste,4,8,515,5,193
5,RBF_200_0.1,Teste,5,15,518,10,178
6,RBF_200_0.1,Teste,6,30,503,2,186
7,RBF_200_0.1,Teste,7,14,535,4,168
8,RBF_200_0.1,Teste,8,15,507,4,195
9,RBF_200_0.1,Teste,9,22,497,2,200
10,RBF_200_0.1,Treino,0,281,4479,4,1725
11,RBF_200_0.1,Treino,1,280,4476,19,1715
12,RBF_200_0.1,Treino,2,273,4492,14,1711
13,RBF_200_0.1,Treino,3,284,4478,10,1718
14,RBF_200_0.1,Treino,4,241,4524,14,1711
15,RBF_200_0.1,Treino,5,274,4481,6,1729
16,RBF_200_0.1,Treino,6,262,4493,7,1728
17,RBF_200_0.1,Treino,7,252,4487,6,1745
18,RBF_200_0.1,Treino,8,235,4531,5,1719
19,RBF_200_0.1,Treino,9,269,4500,7,1714
