,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_100_0.6,Teste,0,523,5,193,1
1,RBF_100_0.6,Teste,1,531,1,187,2
2,RBF_100_0.6,Teste,2,523,0,197,1
3,RBF_100_0.6,Teste,3,523,3,193,2
4,RBF_100_0.6,Teste,4,521,2,196,2
5,RBF_100_0.6,Teste,5,533,0,185,3
6,RBF_100_0.6,Teste,6,533,0,184,4
7,RBF_100_0.6,Teste,7,549,0,170,2
8,RBF_100_0.6,Teste,8,520,2,199,0
9,RBF_100_0.6,Teste,9,519,0,202,0
10,RBF_100_0.6,Treino,0,4755,5,1706,23
11,RBF_100_0.6,Treino,1,4750,6,1712,22
12,RBF_100_0.6,Treino,2,4758,7,1707,18
13,RBF_100_0.6,Treino,3,4751,11,1704,24
14,RBF_100_0.6,Treino,4,4762,3,1704,21
15,RBF_100_0.6,Treino,5,4744,11,1715,20
16,RBF_100_0.6,Treino,6,4748,7,1715,20
17,RBF_100_0.6,Treino,7,4731,8,1723,28
18,RBF_100_0.6,Treino,8,4756,10,1699,25
19,RBF_100_0.6,Treino,9,4760,9,1698,23
