,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_100_0.1,Teste,0,12,516,2,192
1,RBF_100_0.1,Teste,1,9,523,3,186
2,RBF_100_0.1,Teste,2,13,510,3,195
3,RBF_100_0.1,Teste,3,11,515,4,191
4,RBF_100_0.1,Teste,4,19,504,5,193
5,RBF_100_0.1,Teste,5,17,516,4,184
6,RBF_100_0.1,Teste,6,12,521,0,188
7,RBF_100_0.1,Teste,7,22,527,6,166
8,RBF_100_0.1,Teste,8,21,501,3,196
9,RBF_100_0.1,Teste,9,15,504,1,201
10,RBF_100_0.1,Treino,0,189,4571,8,1721
11,RBF_100_0.1,Treino,1,199,4557,3,1731
12,RBF_100_0.1,Treino,2,196,4569,8,1717
13,RBF_100_0.1,Treino,3,217,4545,12,1716
14,RBF_100_0.1,Treino,4,191,4574,14,1711
15,RBF_100_0.1,Treino,5,180,4575,10,1725
16,RBF_100_0.1,Treino,6,179,4576,9,1726
17,RBF_100_0.1,Treino,7,239,4500,11,1740
18,RBF_100_0.1,Treino,8,215,4551,9,1715
19,RBF_100_0.1,Treino,9,172,4597,12,1709
