,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_120_0.7,Teste,0,525,3,194,0
1,RBF_120_0.7,Teste,1,532,0,188,1
2,RBF_120_0.7,Teste,2,523,0,196,2
3,RBF_120_0.7,Teste,3,525,1,194,1
4,RBF_120_0.7,Teste,4,522,1,196,2
5,RBF_120_0.7,Teste,5,533,0,186,2
6,RBF_120_0.7,Teste,6,532,1,185,3
7,RBF_120_0.7,Teste,7,548,1,172,0
8,RBF_120_0.7,Teste,8,520,2,197,2
9,RBF_120_0.7,Teste,9,519,0,202,0
10,RBF_120_0.7,Treino,0,4759,1,1717,12
11,RBF_120_0.7,Treino,1,4747,9,1719,15
12,RBF_120_0.7,Treino,2,4759,6,1712,13
13,RBF_120_0.7,Treino,3,4756,6,1714,14
14,RBF_120_0.7,Treino,4,4764,1,1710,15
15,RBF_120_0.7,Treino,5,4749,6,1722,13
16,RBF_120_0.7,Treino,6,4750,5,1725,10
17,RBF_120_0.7,Treino,7,4732,7,1737,14
18,RBF_120_0.7,Treino,8,4764,2,1699,25
19,RBF_120_0.7,Treino,9,4764,5,1707,14
