,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_150_0.5,Teste,0,523,5,190,4
1,RBF_150_0.5,Teste,1,527,5,182,7
2,RBF_150_0.5,Teste,2,511,12,194,4
3,RBF_150_0.5,Teste,3,519,7,193,2
4,RBF_150_0.5,Teste,4,512,11,190,8
5,RBF_150_0.5,Teste,5,511,22,184,4
6,RBF_150_0.5,Teste,6,529,4,184,4
7,RBF_150_0.5,Teste,7,547,2,166,6
8,RBF_150_0.5,Teste,8,518,4,194,5
9,RBF_150_0.5,Teste,9,510,9,198,4
10,RBF_150_0.5,Treino,0,4731,29,1681,48
11,RBF_150_0.5,Treino,1,4698,58,1682,52
12,RBF_150_0.5,Treino,2,4711,54,1664,61
13,RBF_150_0.5,Treino,3,4728,34,1655,73
14,RBF_150_0.5,Treino,4,4706,59,1664,61
15,RBF_150_0.5,Treino,5,4616,139,1672,63
16,RBF_150_0.5,Treino,6,4716,39,1686,49
17,RBF_150_0.5,Treino,7,4713,26,1698,53
18,RBF_150_0.5,Treino,8,4730,36,1662,62
19,RBF_150_0.5,Treino,9,4742,27,1661,60
