,Nome,Tipo,Iteracao,True_Negative,False_Positive,False_Negative,True_Positive
0,RBF_80_0.2,Teste,0,41,487,12,182
1,RBF_80_0.2,Teste,1,59,473,7,182
2,RBF_80_0.2,Teste,2,54,469,10,188
3,RBF_80_0.2,Teste,3,56,470,16,179
4,RBF_80_0.2,Teste,4,46,477,11,187
5,RBF_80_0.2,Teste,5,58,475,13,175
6,RBF_80_0.2,Teste,6,57,476,7,181
7,RBF_80_0.2,Teste,7,50,499,14,158
8,RBF_80_0.2,Teste,8,62,460,11,188
9,RBF_80_0.2,Teste,9,47,472,12,190
10,RBF_80_0.2,Treino,0,634,4126,80,1649
11,RBF_80_0.2,Treino,1,544,4212,64,1670
12,RBF_80_0.2,Treino,2,530,4235,77,1648
13,RBF_80_0.2,Treino,3,575,4187,68,1660
14,RBF_80_0.2,Treino,4,494,4271,72,1653
15,RBF_80_0.2,Treino,5,549,4206,65,1670
16,RBF_80_0.2,Treino,6,577,4178,83,1652
17,RBF_80_0.2,Treino,7,578,4161,72,1679
18,RBF_80_0.2,Treino,8,567,4199,73,1651
19,RBF_80_0.2,Treino,9,632,4137,93,1628
